patricID	ri_t12_A	ri_t12_B	ri_t12_C	btri_t12_riA	btri_t12_riB	btri_t12_riC
fig|536231.75.peg.1573	3529.047	4553	2849	578	392	485
fig|536231.75.peg.1574	15012	7080	15013	1747	1606	1861
fig|536231.75.peg.1575	4235	2129	3124	570	341	588
fig|536231.75.peg.1576	18157.007	12223.911	15267	3759.419	2821.737	3535
fig|536231.75.peg.1577	707.664	552	679	163.581	117.263	134
fig|536231.75.peg.1578	266.336	250	235	63	36	69
fig|536231.75.peg.1579	29	59	116	5	0	10
fig|536231.75.peg.1580	1328	1053	840	68	62	57
fig|536231.75.peg.1581	356.592	1802.038	130	15	5	11.18
fig|536231.75.peg.1582	5462.408	19099.97	2066	313	317	421.82
fig|536231.75.peg.1583	2055	7385.851	1253	151	149	188
fig|536231.75.peg.1584	0	0	0	0	0	0
fig|536231.75.peg.1585	2516	1991	1384	285	206	229
fig|536231.75.peg.1586	3531	3224	2220	628	546	517
fig|536231.75.peg.1587	70441.314	24857.003	121885.944	8989.579	6486	4630
fig|536231.75.peg.1588	0	0	0	0	0	0
fig|536231.75.peg.1589	1880	1344	1348	319	242	260
fig|536231.75.peg.1590	1715.018	1174	2092	230	180	199
fig|536231.75.peg.1591	945	713	950	99	40	46
fig|536231.75.peg.1592	946.882	717	1019	81.448	70	66
fig|536231.75.peg.1593	566.118	467	413	45.552	32	43
fig|536231.75.peg.1594	92	32	42	6	1	5
fig|536231.75.peg.1595	67	61	64	6	6	1
fig|536231.75.peg.1596	10	16	18	2	0	3
fig|536231.75.peg.1597	74178.046	43768.013	26260	2340	2091	2095
fig|536231.75.peg.1598	228	142	175	17	21	11
fig|536231.75.peg.1599	0	10	1	0	0	0
fig|536231.75.peg.1600	28834.857	57107.434	35833.104	2713	1509	953
fig|536231.75.peg.1601	0	0	0	0	0	0
fig|536231.75.peg.1602	3703	3274	3582	163	95	108
fig|536231.75.peg.1603	3917	3518	5405	219	144	141
fig|536231.75.peg.1604	471	170	221	30	12	26
fig|536231.75.peg.1606	710.058	219.227	327	15	19	19
fig|536231.75.peg.1607	1041.672	372.172	1468.974	9.91	20.65	13
fig|536231.75.peg.1608	957.746	351.511	1060.919	27.547	18.269	5.525
fig|536231.75.peg.1609	3380	1004	1686	109	47	118
fig|536231.75.peg.1610	1215	478	890	46	42	58
fig|536231.75.peg.1611	22876	10660	15646	1490	830	1099
fig|536231.75.peg.1614	9615	6419	9378	322	176	244
fig|536231.75.peg.1615	1934	838	911	124	108	108
fig|536231.75.peg.1616	1792	1062	1148	71	57	87
fig|536231.75.peg.1617	24	6	2	0	0	0
fig|536231.75.peg.1618	198	182	94	10	15	15
fig|536231.75.peg.1619	1003	506	395	28	17	26
fig|536231.75.peg.1620	235	122	136	12	7	14
fig|536231.75.peg.1621	1538	736.773	792	15	10	30
fig|536231.75.peg.1622	22	5	2	2	2	3
fig|536231.75.peg.1623	172	68	65	15	5	4
fig|536231.75.peg.1624	312	132	101	10	7	16
fig|536231.75.peg.1625	205	78	139	16	5	6
fig|536231.75.peg.1626	578	505	577	26	29	21
fig|536231.75.peg.1627	742	400	732	87	62	58
fig|536231.75.peg.1628	0	0	0	0	0	0
fig|536231.75.peg.1629	527	237	806	87	97	81
fig|536231.75.peg.1630	930	411	1151	168	138	110
fig|536231.75.peg.1631	3620.073	3499	3137	602	277	343
fig|536231.75.peg.1632	10209.774	2702	5655	737	637	825
fig|536231.75.peg.1633	4945	1381	2217	385	386	479
fig|536231.75.peg.1634	4748	4160	3253	603	452	475
fig|536231.75.peg.1635	217.333	225	118.993	31	14	22
fig|536231.75.peg.1636	209.667	202	274.007	17	12	17
fig|536231.75.peg.1637	287	338	360	49	25	38
fig|536231.75.peg.1638	5440	5125	4884	642	381	451
fig|536231.75.peg.1639	1551	1132	924	162	95	195
fig|536231.75.peg.1640	3716	2787.589	2489	291	249	259
fig|536231.75.peg.1641	6697.028	5665	2446	87	58	74
fig|536231.75.peg.1642	4920.002	3867	1810	99	74	99.999
fig|536231.75.peg.1643	204.998	175	55	1	2	6.001
fig|536231.75.peg.1644	503	498	560	98	99	84
fig|536231.75.peg.1645	2091	1481	1995	248	237	266
fig|536231.75.peg.1646	114	62	143	19	14	5
fig|536231.75.peg.1647	468	273	382	88	73	59
fig|536231.75.peg.1648	635	511	765	120	102	96
fig|536231.75.peg.1649	112	69	194	19	26	19
fig|536231.75.peg.1650	12	4	2	0	1	2
fig|536231.75.peg.1651	3	3	0	0	0	0
fig|536231.75.peg.1652	43	19	29	6	0	3
fig|536231.75.peg.1653	153	124	123	27	13	24
fig|536231.75.peg.1654	189	106	124	5	2	1
fig|536231.75.peg.1655	457.141	298.802	265.001	51	24.108	43
fig|536231.75.peg.1656	232.859	157.198	104.999	31	18.892	14
fig|536231.75.peg.1657	0	0	0	0	0	0
fig|536231.75.peg.1658	0	0	0	0	0	0
fig|536231.75.peg.1659	1854	955	1269	216	185	198
fig|536231.75.peg.1660	743	549	577	97	98	95
fig|536231.75.peg.1661	30	31	39	7	1	1
fig|536231.75.peg.1662	2259	1228	913	179	111	122
fig|536231.75.peg.1663	1651	777	664	121	73	107
fig|536231.75.peg.1664	1173	690	648	41	57	57
fig|536231.75.peg.1665	1592	935	765	170	161	161
fig|536231.75.peg.1666	0	8	0	0	0	0
fig|536231.75.peg.1667	151	132	65	17	30	13
fig|536231.75.peg.1668	0	0	0	0	0	0
fig|536231.75.peg.1669	168	346	100	15	12	37
fig|536231.75.peg.1670	157	232	30	9	6	20
fig|536231.75.peg.1671	160	222	9	11	3	7
fig|536231.75.peg.1672	96	229	28	7	10	9
fig|536231.75.peg.1673	350	506	121	33	49	69
fig|536231.75.peg.1674	156	253	53	18	7	32
fig|536231.75.peg.1675	269	479	88	25	33	43
fig|536231.75.peg.1676	1698	1373	1226	353	350	418
fig|536231.75.peg.1677	1950	1777	1531	215	137	197.457
fig|536231.75.peg.1678	1471	1524	1466	219.437	154	125.543
fig|536231.75.peg.1679	759	1046	656	143.563	69	89
fig|536231.75.peg.1680	4348	3518	3654	267	221	178
fig|536231.75.peg.1681	106453.443	80553.07	55127	6887	5387	5468
fig|536231.75.peg.1682	6284.102	4716	4055	302	260	265
fig|536231.75.peg.1683	7819	6109.039	5126	326	294	279
fig|536231.75.peg.1684	11105	13372.414	9182	1075	756	750
fig|536231.75.peg.1685	11262	11075	6618	1219	931	949
fig|536231.75.peg.1686	2912	2610	2809	549	463	398
fig|536231.75.peg.1687	2864	2294	1987	428	399	394
fig|536231.75.peg.1688	1955	1999	1944	197	148	130
fig|536231.75.peg.1689	44	7	10	0	1	0
fig|536231.75.peg.1690	8040	6261	4191	906	784	837
fig|536231.75.peg.1691	15383.289	13214	8408	1495	1226	1499
fig|536231.75.peg.1692	5757.191	4767.002	2860	647	535	854
fig|536231.75.peg.1693	478	418	377	108	51	67
fig|536231.75.peg.1694	51642.973	38118	34274	5287	3790	5205
fig|536231.75.peg.1695	33496.214	23058	27006	3036	2844	4001
fig|536231.75.peg.1696	16014.55	12773	15310	767	492	783
fig|536231.75.peg.1697	111909	271335.595	68818.859	481	265	218
fig|536231.75.peg.1698	5705	5917	3506	452	494	324
fig|536231.75.peg.1699	5710.079	3107	3381	530	373	353
fig|536231.75.peg.1700	1835	1741	2320	245	228	283
fig|536231.75.peg.1701	11395	9637.94	7349	1687	1188	1554
fig|536231.75.peg.1702	9291	9650.283	9794	1635	1103	1377
fig|536231.75.peg.1703	17447.738	12178.061	9165	1330	640	838
fig|536231.75.peg.1704	9807	9774	6285	803	685	915
fig|536231.75.peg.1705	8921.012	7999.01	4888	675	605	831
fig|536231.75.peg.1706	3831.966	4019	1882	377	308	455
fig|536231.75.peg.1707	7518.326	6121	4864	1167	795	949
fig|536231.75.peg.1708	21883	19700	16325	4562	3752	3475
fig|536231.75.peg.1709	60020	62796.214	47036	6532	5181.047	5056
fig|536231.75.peg.1710	1865	932	1359	126	151	169
fig|536231.75.peg.1711	1739.183	960.12	1048	126	112	156.423
fig|536231.75.peg.1712	761.817	424.88	418	98	34	77.577
fig|536231.75.peg.1713	10666	4841	4349	1337	845	1007
fig|536231.75.peg.1714	15010	7076	7097	1219	1047	1042
fig|536231.75.peg.1715	2903.648	1804.351	1593.056	153.425	60.798	114.348
fig|536231.75.peg.1716	22	62	5	0	0	0
fig|536231.75.peg.1717	884	566	595	84	44	31
fig|536231.75.peg.1718	0	0	1	0	0	0
fig|536231.75.peg.1719	261.528	186	163	11	5	19
fig|536231.75.peg.1720	23.472	13	17	4	0	1
fig|536231.75.peg.1721	1256	889	1030	87	90	91
fig|536231.75.peg.1722	4281.119	4248.833	2161	775.867	505.605	588.944
fig|536231.75.peg.1723	9089.881	6975.22	3725	956.133	875.395	869.056
fig|536231.75.peg.1724	12609.296	9329	7577	989	715	923
fig|536231.75.peg.1725	846	610	468	64	28	33
fig|536231.75.peg.1726	8100.606	9031.397	5948.234	940	767	631
fig|536231.75.peg.1727	17316.394	16350.622	10212.766	3033	1964	1955
fig|536231.75.peg.1728	1124	832	1360	169	118	172
fig|536231.75.peg.1729	875	777	600	110	57	121
fig|536231.75.peg.1730	9079	8234	5242	1786	1270	1630
fig|536231.75.peg.1731	3816	4278	2779	840	819	694
fig|536231.75.peg.1732	0	0	0	0	0	0
fig|536231.75.peg.1733	14184	3031.307	19493	5894	3999	4250
fig|536231.75.peg.1734	68474.869	8613.13	94550.621	11503.912	7794	10084
fig|536231.75.peg.1735	22517.542	3119	34548	4694	3250	3420
fig|536231.75.peg.1736	10	2	4	3	0	3
fig|536231.75.peg.1737	4055.612	2523.003	2198.576	519.582	235	397
fig|536231.75.peg.1738	32045.89	18955.398	19321.45	4066.418	3273	3691
fig|536231.75.peg.1739	59	71	36	3	3	10
fig|536231.75.peg.1740	37.714	69.758	124.965	0	0	1.987
fig|536231.75.peg.1741	8401	17659	10679	876	750	697
fig|536231.75.peg.1742	336	204	134	42	12	33
fig|536231.75.peg.1743	33	36	43	6	2	2
fig|536231.75.peg.1744	14170.418	7669	8543	549	540	498
fig|536231.75.peg.1745	1628	2735	1512	116	96	67
fig|536231.75.peg.1746	8449	13304.839	11514	1395	1223	988
fig|536231.75.peg.1747	5284.656	7063.313	4475	1702	1225	1184
fig|536231.75.peg.1748	2421	2952	3072	525	288	450
fig|536231.75.peg.1749	11503	15165.14	15882.178	1383	953	1015
fig|536231.75.peg.1750	1400	1928	1492	161	145	148
fig|536231.75.peg.1751	3803	2960	6293	332	224	277
fig|536231.75.peg.1752	5434	4731	5425	766	567	671
fig|536231.75.peg.1753	3658	3045	3560	251	165	227
fig|536231.75.peg.1754	3004	2757	3486	279	280	304
fig|536231.75.peg.1755	31142.149	26523.784	21265	4789	3078	3370
fig|536231.75.peg.1756	44	38	35	3	14	8
fig|536231.75.peg.1757	85	121	64	17	28	22
fig|536231.75.peg.1758	22349.113	12269	7351	2343	1827	1544
fig|536231.75.peg.1759	2	0	0	0	2	0
fig|536231.75.peg.1760	147	68	21	3	1	0
fig|536231.75.peg.1761	179	174	118	16	20	14
fig|536231.75.peg.1762	378	458	223	39	23	44
fig|536231.75.peg.1763	111	155.083	79	21	5	11
fig|536231.75.peg.1764	4831	4534.917	3269	495	390	444
fig|536231.75.peg.1765	1765	1575	1619	249	181	237
fig|536231.75.peg.1766	3832	2694	3273	339	243	402
fig|536231.75.peg.1767	1575	1338	1160	127	148	177
fig|536231.75.peg.1768	1717	1573	1331	181	135	171
fig|536231.75.peg.1769	3555.131	2071.857	2878.782	466	398	386
fig|536231.75.peg.1770	466	333.143	408.218	69.691	43.646	69
fig|536231.75.peg.1771	3183	2234	2199.016	351.309	264.354	236
fig|536231.75.peg.1772	1107	611	669	98	88	145
fig|536231.75.peg.1773	658	479	373	54	31	48
fig|536231.75.peg.1774	1511	1058	907	119	85	131
fig|536231.75.peg.1775	1840	1397	1421	142	120	201
fig|536231.75.peg.1776	696	493	405	67	62	69
fig|536231.75.peg.1777	844	639	635	59	60	65
fig|536231.75.peg.1778	43554.562	35389.293	28843.847	5814	5424	4485
fig|536231.75.peg.1779	23006	16714.882	16413	2698	2548	2431
fig|536231.75.peg.1780	29531	20576	24670	3708	3661	3069
fig|536231.75.peg.1781	10233	9393	7462	1596.18	1057	1102
fig|536231.75.peg.1782	8448	7448.221	6048	1188.82	665	764
fig|536231.75.peg.1783	3326	3540	3360	457	465	401
fig|536231.75.peg.1784	1226	581	880	94	89	69
fig|536231.75.peg.1785	356	416.828	334	61.017	40	19
fig|536231.75.peg.1786	44610.334	53872.417	36420	2920.957	1512	1055
fig|536231.75.peg.1787	16405.614	16133.031	16367	1594.026	906	1210
fig|536231.75.peg.1788	157088.96	226489.148	171332.83	2378	1762	1720
fig|536231.75.peg.1789	48893.618	19601.885	24674.437	5343	4624	4158
fig|536231.75.peg.1790	26589.021	10878	11737	2761	1837	2039
fig|536231.75.peg.1791	14	14	16	1	0	3
fig|536231.75.peg.1792	11	12	16	3	1	6
fig|536231.75.peg.1793	2	5	0	1	0	0
fig|536231.75.peg.1794	8	0	11	1	2	0
fig|536231.75.peg.1795	47	25	12	5	0	6
fig|536231.75.peg.1796	3	0	0	0	0	0
fig|536231.75.peg.1797	0	0	0	0	0	0
fig|536231.75.peg.1798	12	5	2	0	1	2
fig|536231.75.peg.1799	174	56	52	12	7	9
fig|536231.75.peg.1800	292	291	231	30	24	22
fig|536231.75.peg.1801	1655	1391	1808	61	22	35
fig|536231.75.peg.1802	5094.023	3423	3703	903	684	679
fig|536231.75.peg.1803	11495	7286.219	7166	1774	1294	1497.225
fig|536231.75.peg.1804	1270.717	832.781	675	160	131	167.775
fig|536231.75.peg.1805	721	810	949	103	64	45
fig|536231.75.peg.1806	0	0	0	0	0	0
fig|536231.75.peg.1807	10135	10610.099	4308	2000	2010	2167
fig|536231.75.peg.1808	554	568	275	82	65	133
fig|536231.75.peg.1809	59418.777	54843.542	91616.77	7257	6246	5450
fig|536231.75.peg.1810	1770	1829	2128	243	123	150
fig|536231.75.peg.1811	3972	3189	2527	597	361	391
fig|536231.75.peg.1812	0	3	6	0	0	0
fig|536231.75.peg.1813	0	0	0	0	0	0
fig|536231.75.peg.1814	1094	1057	700	170	88	109
fig|536231.75.peg.1815	1622	1555.001	925	324	271	239
fig|536231.75.peg.1816	5445	6536.05	6581	732	516	440
fig|536231.75.peg.1817	3	3	0	0	0	0
fig|536231.75.peg.1818	3981	2823	3798	486	490	311
fig|536231.75.peg.1819	460	320	183	74	49	37
fig|536231.75.peg.1820	1607.998	946.121	1480.288	443.634	320.997	473.129
fig|536231.75.peg.1821	65229.234	40336.111	63028.712	9475.366	8323.003	11550.616
fig|536231.75.peg.1822	80789.155	50089	57674.219	10257	8160	12239
fig|536231.75.peg.1823	235	200	149	38	28	89
fig|536231.75.peg.1824	899	652	700	183	110	118
fig|536231.75.peg.1825	22683.012	31128.053	19427.168	2005	1413	1593
fig|536231.75.peg.1826	2885	4064.313	2086	593	510	650
fig|536231.75.peg.1827	13892	16399	11738	1966	1466	1578
fig|536231.75.peg.1828	8308.236	8429.205	6398	1292	1061	1092
fig|536231.75.peg.1829	15	6	6	0	0	0
fig|536231.75.peg.1830	4	10	1	0	0	0
fig|536231.75.peg.1831	1	6	4	0	0	0
fig|536231.75.peg.1832	10273	9988.502	3716	1709	1512	1241
fig|536231.75.peg.1833	123	194	92	13	13	7
fig|536231.75.peg.1834	5049.303	6226.997	2197	663	535	642
fig|536231.75.peg.1835	418.697	463.129	133	44	21	31
fig|536231.75.peg.1836	5730	6485.263	3272	526	455	555
fig|536231.75.peg.1837	11621	14181	7702	1219	800	988
fig|536231.75.peg.1838	4036	4660.101	2246	401	347	398
fig|536231.75.peg.1839	2516	2591	1171	346.545	270	374
fig|536231.75.peg.1840	708.118	703	244	60.455	45	70
fig|536231.75.peg.1841	6933.882	7531	5903	1118	930	1147
fig|536231.75.peg.1842	13	29	24	1	7	1
fig|536231.75.peg.1843	5908.091	5799	3456	738	483	514
fig|536231.75.peg.1844	1001	1436	981	147	99	107
fig|536231.75.peg.1845	3833	3132	3319	416	309	389
fig|536231.75.peg.1846	1116	1621	536	111	59	148
fig|536231.75.peg.1847	799	510	851	91	92	165
fig|536231.75.peg.1848	490	239	457	55	55	106
fig|536231.75.peg.1849	671	295	677	74	101	80
fig|536231.75.peg.1850	1101	462	1026	128	90	112
fig|536231.75.peg.1851	559	227	613	79	47	54
fig|536231.75.peg.1852	1013	1463	494	279	147	202
fig|536231.75.peg.1853	3254	1470.038	2818	472	315	336
fig|536231.75.peg.1854	13	5	7	4	0	1
fig|536231.75.peg.1855	4	0	0	0	0	0
fig|536231.75.peg.1856	1069	465	739	134	73	159
fig|536231.75.peg.1857	2835	1017	2073	228	147	244
fig|536231.75.peg.1858	438	174	476	37	20	34
fig|536231.75.peg.1859	12150	10455	6971	2745	2288	2307
fig|536231.75.peg.1860	17154.52	16120.712	11977.146	2370.064	1513	1704.002
fig|536231.75.peg.1861	1601.581	1428.288	1473.854	151.936	90	101.998
fig|536231.75.peg.1862	1374	1763.05	939	184	132	110
fig|536231.75.peg.1863	497	205	310	44	43	46
fig|536231.75.peg.1864	1	3	0	0	1	0
fig|536231.75.peg.1865	1781	1881.015	832	283	190	185
fig|536231.75.peg.1866	526	156.001	464	29	31	30
fig|536231.75.peg.1867	417	86	286	13	7	1
fig|536231.75.peg.1868	2145	731	1945	89	45	37
fig|536231.75.peg.1869	0	1	0	0	0	0
fig|536231.75.peg.1870	623	464	436	53	58	24
fig|536231.75.peg.1871	3796	2213.588	1979	299	235	258
fig|536231.75.peg.1872	1920	1357	1102	171	139	135
fig|536231.75.peg.1873	6333	8222.278	5792	784	581	530
fig|536231.75.peg.1874	8180	13347.165	7380	1058	573	444
fig|536231.75.peg.1875	1697.053	1696	980	207	143	154
fig|536231.75.peg.1876	1956	1369	1102	311	323	340
fig|536231.75.peg.1877	976	965	757	161	99	144
fig|536231.75.peg.1878	1007	770	629	76	68	72
fig|536231.75.peg.1879	223	216	139	39	13.547	37.44
fig|536231.75.peg.1880	718	693	390	62	45.453	91.56
fig|536231.75.peg.1881	967	1020	908	110	66	140
fig|536231.75.peg.1882	134	131	127	5	2	19
fig|536231.75.peg.1883	6603	8679.084	6057	892	524	527
fig|536231.75.peg.1884	2664.228	2674.29	2464.958	607.387	510.303	501.515
fig|536231.75.peg.1885	6473.772	4572.71	4679.042	1050.613	825.697	834.485
fig|536231.75.peg.1886	2040	2037	1858	341	206	192
fig|536231.75.peg.1887	8964.725	6097	5984	1025	735	778
fig|536231.75.peg.1888	20998	17262.283	15164	3626	2785	2914
fig|536231.75.peg.1889	1925	1556	1396	233	218	200
fig|536231.75.peg.1890	4167	4041	3756	569	487	525
fig|536231.75.peg.1891	6159	6663.093	5182	730	516	577
fig|536231.75.peg.1892	21037	20145.45	25837.138	1354	1011	1357
fig|536231.75.peg.1893	5136.971	3904	4632	593	450	559
fig|536231.75.peg.1894	78696.472	59204.506	48814	6496	4438	4766
fig|536231.75.peg.1895	97254.712	89405.919	66423.356	11186	6235	7169
fig|536231.75.peg.1896	0	0	0	0	0	0
fig|536231.75.peg.1897	2599	2368	1027	320	223	270
fig|536231.75.peg.1898	383	393	132	22	11	26
fig|536231.75.peg.1899	5337	4922.263	4887.614	730	672.614	675
fig|536231.75.peg.1900	577.036	719.141	1054	22.711	26.386	23.535
fig|536231.75.peg.1901	5928.647	5232.884	6814	549.716	364.444	514.676
fig|536231.75.peg.1902	79.322	56.976	69	10.572	4.556	8.789
fig|536231.75.peg.1903	12989	15049.003	33710.481	1003	693	679
fig|536231.75.peg.1904	26089.229	20550	20311	4238	3821	4106
fig|536231.75.peg.1905	7	18	15	4	1	3
fig|536231.75.peg.1906	0	1	0	0	1	0
fig|536231.75.peg.1907	12892.644	13615.786	8222.042	1471	1046	1215
fig|536231.75.peg.1908	1225	1143	1170	117	87	93
fig|536231.75.peg.1909	872	391	508	44	61	45
fig|536231.75.peg.1910	1243.524	1163.355	921.78	145.043	123	101
fig|536231.75.peg.1911	1977.488	2456.645	525.22	78.957	51	52
fig|536231.75.peg.1912	0	0	0	0	0	0
fig|536231.75.peg.1913	325	288	195	12	9	16
fig|536231.75.peg.1914	277	212	199	42	34	35
fig|536231.75.peg.1915	725	640	955	79	41	56
fig|536231.75.peg.1916	169	153	302	18	9	0
fig|536231.75.peg.1917	258.058	133	303	19	17	11
fig|536231.75.peg.1918	96	62	129.103	33.879	2	8
fig|536231.75.peg.1919	340	327	315.897	63.121	59	36
fig|536231.75.peg.1920	959	633	1470	95	73	77
fig|536231.75.peg.1921	0	3	5	0	0	0
fig|536231.75.peg.1923	3195	4484.084	2652	362	263	259
fig|536231.75.peg.1924	302.052	389.35	184.273	55.057	37.356	26.238
fig|536231.75.peg.1925	2283.948	2945.591	1995.727	194.943	149.644	134.762
fig|536231.75.peg.1926	5448	6515	3840	882	662	623
fig|536231.75.peg.1927	5500.299	7993.496	5960	662.686	481	547
fig|536231.75.peg.1928	225.432	320.969	178.721	21.574	17.594	21.917
fig|536231.75.peg.1929	1007.568	1338.607	707.279	138.462	106.406	126.083
fig|536231.75.peg.1930	874	1256	664	93.277	48	105
fig|536231.75.peg.1931	1354	1734	829	291.393	254	277.402
fig|536231.75.peg.1932	2749	4664	2865	239.607	138	170.598
fig|536231.75.peg.1933	20420.505	17165.679	12766	2053	1263	1376
fig|536231.75.peg.1934	17740	12606	13428	1134	863	865
fig|536231.75.peg.1935	12126	8287	7861	936	678	857
fig|536231.75.peg.1936	2343.192	1781.787	1306.537	237.515	110	211.316
fig|536231.75.peg.1937	4123.384	3503.964	4037.484	329.897	188	236.684
fig|536231.75.peg.1938	15151.449	10659.471	9241.979	1587.517	1058	1177.111
fig|536231.75.peg.1939	3920.154	3164.696	2429	604.071	316	407.889
fig|536231.75.peg.1940	9	1	0	1	1	0
fig|536231.75.peg.1941	4659.701	2690	2441	355	342	368
fig|536231.75.peg.1942	11418	5738.132	6399.522	693	619	648
fig|536231.75.peg.1943	15877.475	8143	7384	936	691	983
fig|536231.75.peg.1944	5165	2453	2421	307	178	212
fig|536231.75.peg.1945	17277.198	7662	10533.011	1613	1151	1561
fig|536231.75.peg.1946	18181	8138	12766	1843	1480	1895
fig|536231.75.peg.1947	86	41	64	6	16	3
fig|536231.75.peg.1948	11762.426	5070	6169	1223	702	917
fig|536231.75.peg.1949	739	512	704	136	79	80
fig|536231.75.peg.1950	2336	1419	3141	126	98	144
fig|536231.75.peg.1951	4877	2624	3486	303	221	265
fig|536231.75.peg.1952	465	352	531	24	20	17
fig|536231.75.peg.1953	750	476	559	22	11	22
fig|536231.75.peg.1954	237	155	245	15	5	9
fig|536231.75.peg.1955	290	210	178	38	42	34
fig|536231.75.peg.1956	168	199	148	16	20	35
fig|536231.75.peg.1957	102	78	79	13	9	20
fig|536231.75.peg.1958	460	377	432	41	28	29
fig|536231.75.peg.1959	146	141	127	24	16	13
fig|536231.75.peg.1960	136598.968	162624.702	92903.42	3511	1948	2274
fig|536231.75.peg.1961	10710	41324	7553	499	206	192
fig|536231.75.peg.1962	4917.894	4298.331	1904.426	591.574	452.497	512.419
fig|536231.75.peg.1963	49726.226	42603.259	23500.574	4697.426	3509.503	4204.581
fig|536231.75.peg.1964	8722.327	7738	5070	1055	902	955
fig|536231.75.peg.1965	1	0	0	0	0	0
fig|536231.75.peg.1966	3150	1790	2075.02	244	139	176
fig|536231.75.peg.1967	4135.099	2967	3701	340	274	280
fig|536231.75.peg.1968	6450	4425	4393	534	425	519
fig|536231.75.peg.1969	0	0	0	0	0	0
fig|536231.75.peg.1970	17	22	39	0	0	2
fig|536231.75.peg.1971	399	496	156	24	14	21
fig|536231.75.peg.1972	9655.734	13289	6043	418	307	361
fig|536231.75.peg.1973	718	744	532	91	64	85
fig|536231.75.peg.1974	11230.072	8751.741	7042.424	2033.433	1722.079	2095.898
fig|536231.75.peg.1975	1470.928	1338.447	1612.576	273.567	219.921	187.102
fig|536231.75.peg.1976	7	13	1	1	0	0
fig|536231.75.peg.1977	77	57	51	7	0	10
fig|536231.75.peg.1978	66	51	82	23	13	11
fig|536231.75.peg.1979	41	30	41	9	5	6
fig|536231.75.peg.1980	1506	1644	1015	351	210	212.379
fig|536231.75.peg.1981	7104.274	9678.451	6507.761	988.096	633.048	741.642
fig|536231.75.peg.1982	605.953	730.549	316.046	65.637	25.952	68.246
fig|536231.75.peg.1983	2592.774	3243	1820.954	279.783	182	267.112
fig|536231.75.peg.1984	1044.663	1071.59	701.316	104.72	87.397	141.064
fig|536231.75.peg.1985	10384.337	11023.41	8537.684	857.764	620.603	726.936
fig|536231.75.peg.1986	3248	3716	3386	198	183	199
fig|536231.75.peg.1987	1176	1403	1227	216	225	196
fig|536231.75.peg.1988	2779.9	3569.906	3417.561	135.304	87.292	104.246
fig|536231.75.peg.1989	6008.1	7592.982	8040.439	379.696	337.708	393.754
fig|536231.75.peg.1990	0	0	0	0	1	4
fig|536231.75.peg.1991	11575	7962	7131	1580	1305	1663
fig|536231.75.peg.1992	3999	2745	2819	291	219	367
fig|536231.75.peg.1993	1783	1357	1007	254	219	258
fig|536231.75.peg.1994	13776.18	10215.085	8027	1128	813	1257
fig|536231.75.peg.1995	2255	2022.002	1256	170	107	191
fig|536231.75.peg.1996	835	717	635	61	53	67
fig|536231.75.peg.1997	5219	5247	4956.621	669	424	642
fig|536231.75.peg.1998	1934	1481	1456	249	143	221
fig|536231.75.peg.1999	8264	7706.023	7139	1037	802	952
fig|536231.75.peg.2000	3868	4678	3030	389	356	361
fig|536231.75.peg.2001	9703.103	9924.693	6159	868	579	711
fig|536231.75.peg.2002	148	190	190	9	14	8
fig|536231.75.peg.2003	475	391	360	9	17	30
fig|536231.75.peg.2004	740	803	628	48	52	66
fig|536231.75.peg.2005	21	36	31	13.329	2	8
fig|536231.75.peg.2006	5624	5943	4473	754.671	533	650
